KOI,logAiso,E_logAiso,e_logAiso,a3,loc3,scale3,a5,loc5,scale5
K02017,9.18,0.23,0.4,-26.825467815285478,9.523086844921306,0.5256560595938344,-1.973451037570058,9.439110651159822,0.4523278915378498
K02022,8.74,0.42,0.34,2.226470735033942,8.365514685028874,0.5654782730736646,1.0284845614968674,8.50172780781777,0.46779330918587647
K02026,9.28,0.26,0.46,-25.83246902335594,9.670448737387888,0.6010841059701841,-2.0275835793646735,9.578377993691936,0.5202625679947106
K02029,9.23,0.41,0.3,3.2145539229751137,8.853166047094941,0.5599957165310316,1.2921069066854187,8.98010696569114,0.4602750319854574
K02035,9.12,0.28,0.53,-27.757812266749085,9.552033845450245,0.6776823031556061,-2.2506346854718515,9.46478641501437,0.5996367595799608
K02037,9.31,0.43,0.5,-1.7781292426967923,9.734900274561275,0.6586817153565141,-0.8657140094787081,9.573110600328938,0.5526558796474199
K02038,9.14,0.34,0.53,-30.850890316980056,9.62671560309041,0.7232870959179212,-1.6485220284253757,9.477885634230216,0.5981609085922418
K02039,8.91,0.41,0.4,0.7646883565638234,8.688914202798504,0.46650263022009464,0.41704971635007837,8.779414122196389,0.43615845020474375
K02040,9.86,0.11,0.16,-4.321238769104767,10.007667576708858,0.2189693289684438,-1.4575450851611294,9.960083724834302,0.18016461946558326
K02043,9.89,0.08,0.09,-1.5442691437264813,9.963061831002747,0.11626904581334674,-0.7710638778426642,9.934565167165857,0.09890567589495725
K02044,9.39,0.3,0.45,-5.439270635890054,9.805444001067361,0.61594300640221,-1.5412977457250037,9.67417553232274,0.5072893904874942
K02046,9.97,0.03,0.04,-2.9230901034693204,10.00662058703683,0.05453150124702555,-1.2276017568679407,9.994054611273693,0.04483630114690085
K02047,9.65,0.1,0.12,0.0011644485650776915,9.643230563254491,0.11061307889159333,-0.9515821071901343,9.715957626043657,0.1332162725617294
K02048,9.9,0.17,0.36,-25.24674314315658,10.175057742754248,0.4449674976798178,-2.6625727513155795,10.133758800372636,0.4071678357799
K02049,9.7,0.08,0.08,0.016176222663560225,9.698961758563135,0.08045253989713252,0.1232536353578979,9.691893853415843,0.08254688654997022
K02051,10.0,0.06,0.07,-1.8018029874355932,10.059703147855505,0.09236374085388932,-0.8749451762279961,10.037026091415097,0.07741098402079671
K02053,9.62,0.07,0.07,0.015837316943461133,9.61911056984427,0.07039572935982208,-0.0003610716681521353,9.620020703885467,0.07188517071940126
K02071,9.42,0.27,0.37,-3.2497059813777156,9.76018291822255,0.5054425767201297,-1.2992087581185388,9.645818905746662,0.41543492613827626
K02072,10.0,0.04,0.05,-2.3214266032252056,10.04484865597427,0.0675071205889829,-1.059533798318995,10.028683047526796,0.05575563779632786
K02073,9.33,0.42,0.55,97.65442270568349,8.688603493757606,0.7864234377418347,-1.1807057153104665,9.657058704287483,0.6157232575964198
K02076,9.03,0.33,0.44,-2.923090103469235,9.432826457405131,0.5998465137172924,-1.227601612173629,9.294600679371563,0.4931992980012867
K02079,9.35,0.27,0.33,-60.14388580295105,9.706183498322574,0.49466266004796333,-1.0004333340191351,9.53519837872842,0.3671340111918675
K02081,9.41,0.06,0.04,5.439270635892129,9.354607466524351,0.082125734186963,1.541288750826979,9.37211019344697,0.06763849871185479
K02082,9.46,0.09,0.1,-1.455478328517529,9.539329339639389,0.1279799233688561,-0.7335849669993166,9.508118284323693,0.10960989161562174
K02086,9.95,0.04,0.05,-2.321426603226911,9.994848655974291,0.06750712058900143,-1.0595308507803338,9.978682951228777,0.05575560853290695
K02087,9.21,0.26,0.27,-0.9079419312338501,9.374897984140857,0.3167434465045058,-0.48614752170115594,9.30750565432179,0.28944086704824334
K02092,9.8,0.22,0.43,-31.54024683430967,10.143983726911262,0.5443680875770855,-2.3626876228435236,10.07979658112231,0.48650240501498043
K02093,9.4,0.23,0.41,-25.10339971660933,9.746423683541403,0.5344270038943755,-2.0516534867348355,9.666080189922159,0.4637407314454941
K02094,10.1,0.03,0.07,-23.419033339083285,10.150698730371579,0.08419899126760622,-3.0698845934855683,10.145152932996226,0.07909505221168023
K02098,9.61,0.08,0.06,2.9230901034687804,9.536758825926341,0.1090630024940511,1.2276029983017622,9.56189071693294,0.08967262169398049
K02105,9.58,0.18,0.23,-2.5078900832894533,9.788171555274065,0.31185411668580376,-1.1168792710563906,9.714389009535763,0.25698594031381194
K02109,9.61,0.11,0.06,23.40621094529014,9.518613047387845,0.1420851557828724,2.143045447206333,9.538507525818694,0.12444006555964526
K02110,9.22,0.08,0.13,-28.77124445109159,9.336287878401784,0.17482863873453836,-1.7681602615766252,9.303523170366672,0.1468582233769824
K02111,9.15,0.38,0.5,-2.7842273144413383,9.606455980856428,0.6807185553332635,-1.1931203195737936,9.448249576104054,0.5599422346525251
K02115,9.57,0.34,0.53,-29.579026879731344,10.056715603122633,0.7232870959645326,-1.6485223923607322,9.907885744504435,0.5981609453432801
K02119,9.13,0.37,0.54,-4.410905600867082,9.628411391503818,0.7390451994359832,-1.466647705017337,9.468166727359115,0.6081377607539555
K02120,9.39,0.38,0.41,-1.2374262817100288,9.691792594365452,0.5099943898170812,-0.6382945065777079,9.57075744103167,0.4460454602389764
K02135,9.59,0.08,0.05,22.421779757765293,9.517737182958488,0.10817152948864195,1.723061796799442,9.538735305081318,0.09034530769961358
K02137,9.98,0.11,0.18,-24.775331313081736,10.140312937220164,0.24148574614643847,-1.788638228575806,10.095772428875396,0.20336919191051606
K02143,9.06,0.38,0.53,-3.4988363081543383,9.548152611941067,0.7246268850485607,-1.3455883336717278,9.386150470948465,0.5956503132785413
K02147,10.11,0.02,0.03,-5.439270635889088,10.137696266737823,0.04106286709348006,-1.5412977278516138,10.128945035246577,0.03381929263598915
K02148,9.74,0.12,0.06,25.296904265750328,9.645276209814941,0.15085609949188128,2.4457072659546952,9.661934764136152,0.13576203758363248
K02149,9.43,0.05,0.03,28.69038292137094,9.385974941007353,0.06665710741676578,1.8432090983942118,9.397757845533642,0.05650947519569549
K02153,9.72,0.07,0.08,-1.65573978558767,9.786535312940554,0.10440863594400462,-0.8169420671864174,9.760876332713698,0.0881744413809058
K02158,10.07,0.05,0.08,0.008668547440464636,10.059547930966595,0.06536375260079053,-1.7230520448717783,10.121264358778102,0.0903451987477153
K02159,9.28,0.26,0.38,-4.4503803487673395,9.630742747650439,0.520075110973587,-1.4704983538231744,9.518082284872035,0.4279730695995755
K02162,10.09,0.04,0.06,-5.439270635893422,10.14539253347565,0.08212573418696312,-1.5412989138745274,10.127890105593199,0.0676385967955837
K02167,9.27,0.33,0.47,-3.855464076468337,9.703468869797716,0.643005592130381,-1.4011153383344919,9.56175198214707,0.5287548127316761
K02168,9.82,0.04,0.04,1.355444396722305e-07,9.81999999564994,0.04022292012095452,-0.0005454712959931385,9.82001787758178,0.04107724420342074
K02169,9.27,0.33,0.53,0.005193116088491934,9.201541731443466,0.43240003083912604,-1.733995389469257,9.609853149298814,0.598585973071909
K02173,9.22,0.39,0.58,-76.28868468012726,9.768967916404156,0.8051458032602394,-1.517769441165811,9.585368427563722,0.6536460170005187
K02175,9.81,0.02,0.02,1.460137326603217e-07,9.809999997656973,0.02011146006047726,-0.08399779612528846,9.81137864540302,0.02058448194193585
K02183,9.78,0.14,0.22,-31.419483355903736,9.981001160561123,0.29937191163438925,-1.6713707965559053,9.920491382245395,0.2483443243448964
K02188,10.12,0.02,0.04,-24.553029098850203,10.151574596855268,0.05028536669841488,-2.445675446429206,10.146021422795378,0.04525390663439599
K02194,10.11,0.02,0.03,-5.439270635889088,10.137696266737823,0.04106286709348006,-1.5412977278516138,10.128945035246577,0.03381929263598915
K02195,9.75,0.07,0.08,-1.65573978558794,9.816535312940559,0.10440863594400906,-0.816958606002288,9.790877360682291,0.08817474896762012
K02201,9.49,0.04,0.04,1.2108196756344114e-07,9.489999996114086,0.040222920120953964,-0.08683163727015142,9.49285056486275,0.0411752079688017
K02202,8.7,0.39,0.25,37.93939662309592,8.342022737861935,0.5320867158634734,1.6506563208883875,8.451326794364524,0.4401648536385364
K02208,9.75,0.1,0.12,-2.005687526472258,9.855005821188673,0.16017199546968508,-0.9515913203980517,9.815958446669853,0.13321652883691237
K02218,10.04,0.05,0.05,9.92907729369108e-08,10.039999996016794,0.05027865015119437,-8.729795885642488e-05,10.040003525038639,0.05134649690427717
K02219,9.19,0.47,0.48,-0.7184462360618227,9.436636136562965,0.5405642221032083,-0.39432976605418446,9.33574411229962,0.5092898459081596
K02220,9.93,0.06,0.07,-1.8018029874354227,9.9897031478555,0.09236374085388677,-0.8749440688527272,9.967025996551474,0.07741097496268534
K02228,9.29,0.05,0.03,25.311780147726367,9.245974940971943,0.06665710750490006,1.8431681322670102,9.257758642969943,0.05650921093437811
K02236,9.69,0.25,0.46,-35.70876579448502,10.071335107099237,0.5934833031223516,-2.155069200937774,9.98901095719945,0.5203941791639786
K02246,9.95,0.1,0.14,-3.5573905364895637,10.078984220477432,0.19143809523854105,-1.355542088475076,10.036295191011464,0.15737179610346308
K02250,9.45,0.38,0.55,-4.198524457156012,9.957547224207095,0.7526643155627122,-1.4442296197799038,9.79345032569696,0.6191904017157244
K02252,9.39,0.12,0.04,23.798293550054254,9.313503460117314,0.13565450321847772,4.440198921669733,9.314930671337258,0.13500247185779246
K02260,9.56,0.08,0.08,-0.014456323805561055,9.56092786248518,0.08045119119317024,0.11198934215541101,9.552638726213134,0.08247915167256348
K02261,9.15,0.38,0.61,-30.541999367988396,9.699864800614007,0.8238578342084232,-1.7325558808898336,9.54111788480499,0.6889312557646992
K02273,9.26,0.24,0.27,-1.5442691437267229,9.47918549300826,0.3488071374400533,-0.7710657680946014,9.3936959181042,0.2967171516818756
K02278,9.98,0.04,0.04,-0.01890911031138387,9.980606811966448,0.04022749721251817,-0.09340512475553453,9.983067247262525,0.04119050382246081
K02279,9.74,0.09,0.11,-2.143724473900363,9.837478219203966,0.14767893839835355,-1.0004428345700944,9.801733545642232,0.12237823993923524
K02281,9.24,0.43,0.58,-3.0535535215932725,9.772083517546669,0.7914785243216139,-1.257756223967462,9.591083671661732,0.6506091708922745
K02289,9.62,0.09,0.09,0.012317437615450899,9.619110586882169,0.09050594060296646,0.08839001460565044,9.6134705176906,0.09265218548223941
K02290,9.66,0.32,0.57,-26.884209545184248,10.141835692652833,0.7431692645362726,-2.0492082105126315,10.029898205875332,0.64470889368485
K02295,10.13,0.01,0.01,0.020179784291514125,10.129838104301232,0.010057033202085619,-0.001101766211874633,10.130009027304105,0.010269314043647504
K02300,9.52,0.35,0.45,-54.22055504999439,9.989134541017092,0.6607203569807388,-1.1329921800939786,9.784174441878132,0.5030575621848821
K02312,9.53,0.03,0.03,1.3216872218890785e-07,9.529999996818706,0.030167190090715446,0.11114404239707198,9.52726053773167,0.030927828768054888
K02319,9.65,0.09,0.1,-0.003850031965058065,9.646960224084625,0.09552988251679984,-0.733585340130702,9.69811837534131,0.10960991910916507
K02331,9.85,0.06,0.09,-5.43927063589021,9.933088800213472,0.12318860128044162,-1.5412911507297338,9.90683481659481,0.10145778295994767
K02332,10.04,0.03,0.03,1.2790104619853082e-07,10.039999996921429,0.03016719009071589,-0.002549017444692936,10.040062657324356,0.03080799396285694
K02333,9.86,0.06,0.07,-1.8018029874376111,9.91970314785555,0.09236374085392018,-0.8749436407593691,9.897026008019408,0.07741095848598967
K02339,9.11,0.49,0.53,-1.2565676006207411,9.503176348453398,0.6611249489525687,-0.6468361323179295,9.345731461850164,0.5770139393247872
K02342,10.1,0.03,0.04,-2.923090103469903,10.136620587036832,0.054531501247027325,-1.2275977521635895,10.12405451104205,0.04483627144664948
K02352,9.6,0.08,0.06,2.923090103468823,9.526758825926342,0.10906300249405099,1.227596624985111,9.55189101454519,0.0896725248147957
K02357,10.05,0.05,0.07,-3.55739053648972,10.114492110238718,0.09571904761927219,-1.3555402246881272,10.093147526933127,0.07868587605435973
K02358,9.38,0.04,0.05,-2.3214266032271667,9.424848655974294,0.06750712058900366,-1.059534654117897,9.408683078455613,0.05575564774050845
K02365,9.67,0.08,0.08,-0.013644018329969754,9.670875729551543,0.08045060673065552,0.1170933811114736,9.662301652759524,0.0825090231755462
K02366,9.58,0.09,0.11,-2.143724473900704,9.677478219203973,0.1476789383983581,-1.0004406893346243,9.641733376909034,0.12237818706895842
K02367,9.59,0.06,0.06,8.592795097683847e-08,9.589999995863439,0.060334380181432445,0.014826458359735284,9.589271059691523,0.06162017116164853
K02369,9.74,0.14,0.27,-24.11955410516218,9.957685338143733,0.34322661991843695,-2.3154251590513155,9.915683251441262,0.3054801931569864
K02370,9.44,0.08,0.08,-0.014631084685930773,9.440939078399268,0.08045132125597998,0.08423750461501811,9.43446953715964,0.08233893324725727
K02372,9.9,0.04,0.05,-2.3214266032276782,9.94484865597429,0.06750712058899344,-1.059534120409694,9.928683059948911,0.05575564187297566
K02374,9.85,0.1,0.12,0.012122346198964351,9.842263427502475,0.11061820472073647,-0.951593589205558,9.915958662806855,0.13321659723986612
K02389,9.97,0.04,0.05,-2.3214266032259445,10.014848655974285,0.06750712058899644,-1.0595338650725665,9.998683051026433,0.055755639024024695
K02390,9.45,0.02,0.04,85.20796521487651,9.406871823015667,0.04794507936336634,-2.4456889890863778,9.476021559899344,0.045253951444707785
K02393,9.8,0.24,0.48,-46.60334677092246,10.178895162798131,0.6034244003612494,-2.4456752261535826,10.11225704683483,0.5430468709743659
K02396,9.22,0.41,0.52,-76.39661917338773,9.767174150167403,0.7677217441838917,-1.0974719698814113,9.5220414759543,0.5806371637351515
K02398,9.83,0.03,0.04,-2.9230901034694483,9.866620587036829,0.05453150124702588,-1.2276005458981558,9.854054580785892,0.044836291269905404
K02399,9.5,0.39,0.45,99.93851641759795,8.959750209827703,0.6841026951745975,-0.8441112200234357,9.733839969799625,0.49678278175498936
K02403,9.16,0.24,0.48,-25.747781476924132,9.538895168035861,0.6034244074345094,-2.4456898403410605,9.47225887464031,0.5430474896205681
K02407,9.61,0.06,0.06,8.776656557074602e-08,9.609999995774928,0.06033438018143311,0.00014642190447489156,9.609992798231366,0.061615859406894846
K02408,9.98,0.1,0.14,-3.5573905364903595,10.108984220477438,0.19143809523854693,-1.3555412206513893,10.066295128063368,0.15737177600672536
K02409,10.09,0.03,0.04,-2.9230901034699315,10.126620587036832,0.0545315012470271,-1.2275998274345028,10.114054563117435,0.044836285590782676
K02410,9.88,0.13,0.19,-4.450380348767297,10.05537137382522,0.26003755548679297,-1.4704961359116595,9.999040904906046,0.21398645659283821
K02414,10.11,0.02,0.02,0.020774607800206013,10.109666666065486,0.020114222304697726,0.00026861010944401187,10.109995597436768,0.020538619683369008
K02422,9.42,0.33,0.59,-24.40516725733147,9.917622997597642,0.7683119574504986,-2.06113863035101,9.802966721200248,0.6673491264900078
K02426,10.03,0.07,0.11,-31.075439191771423,10.130500580237737,0.1496859557608199,-1.6713773417741749,10.100246007763939,0.12417226624136934
K02433,9.78,0.11,0.16,-4.321238769105335,9.92766757670886,0.21896932896844512,-1.4575481065286624,9.88008398817352,0.1801647059057615
K02440,9.85,0.08,0.09,0.01405846398742483,9.845707941357178,0.08547906850030185,-0.7710624774921087,9.894565040412532,0.09890563195289681
K02442,9.87,0.19,0.38,-24.537876115079584,10.16995866826098,0.47771098119353395,-2.4456735176371325,10.117203330680644,0.4299120522292782
K02443,10.1,0.03,0.05,-22.777919721302965,10.144025058135416,0.06665710683448622,-1.8431845534331757,10.132241677209247,0.05650931629620626
K02462,9.65,0.12,0.06,24.323411944052566,9.555276211120157,0.15085609793081078,2.445672518664253,9.571935820668784,0.1357616908353554
K02469,9.78,0.25,0.48,-38.75878714364165,10.168008790019346,0.6110252004044259,-2.299854528671858,10.092316123662984,0.5430752194994076
K02470,9.58,0.12,0.15,-2.3214266032267687,9.71454596792287,0.20252136176700086,-1.0595401240414901,9.66604980422593,0.16726712334645277
K02473,9.27,0.46,0.54,-1.8460265051855629,9.733523813443659,0.7145472125135701,-0.892010952449013,9.55827651568224,0.5977147646561898
K02479,9.79,0.03,0.03,1.4242461077174084e-07,9.789999996571849,0.030167190090715446,0.09886445691434176,9.787564590572881,0.030902998947836324
K02481,8.95,0.13,0.16,-2.1976695013941026,9.092371328572352,0.2152164588061264,-1.0188321792964672,9.04044122889169,0.1781387643052863
K02484,10.1,0.02,0.03,-5.43927063588788,10.127696266737821,0.041062867093479505,-1.5412952376059508,10.118944998753015,0.033819280656430695
K02488,9.81,0.06,0.08,-0.006967270166327921,9.803724497526446,0.07039115954901098,-1.227598687275517,9.858109069750498,0.08967255291262621
K02492,10.13,0.01,0.02,-21.1812393375302,10.14578729642114,0.025142681733037797,-2.44568200619662,10.143010746065228,0.022626964517926007
K02498,10.04,0.07,0.14,-23.014713427272753,10.150511086369601,0.17599878079076947,-2.4456998600836357,10.131075835752808,0.15838895259548236
K02503,9.66,0.27,0.51,-26.519040333848167,10.076246543043924,0.6525396146672346,-2.243454962571306,9.991763358128205,0.5770069666935421
K02516,9.85,0.02,0.02,-0.01905566313259044,9.85030575713363,0.020113784182591243,0.08794871338220389,9.848556283225394,0.02058886532569515
K02517,9.96,0.11,0.16,-4.321238769105619,10.107667576708865,0.21896932896844623,-1.4575480729415489,10.060083986419585,0.18016470538976725
K02521,9.86,0.21,0.45,-31.271714328420202,10.201543773237987,0.5543091738888664,-2.7095063836516857,10.152027434064891,0.5089155446887295
K02522,9.26,0.4,0.64,-31.0510766251127,9.838102555110343,0.8653722503278127,-1.7230612872696724,9.670117411147073,0.7227624259968473
K02529,9.57,0.38,0.58,99.98123086086173,8.914609911870684,0.7741421273838972,-1.5893950557764782,9.937955236906598,0.6542017041632686
K02530,9.63,0.13,0.05,24.034462732581147,9.541052996862728,0.1520262450597425,3.595381190579076,9.547086437968659,0.14665364867427166
K02533,9.64,0.11,0.08,3.2945668010196556,9.538824983827741,0.15029485865881953,1.3080677866857968,9.572753366904582,0.12353127555616006
K02534,9.43,0.16,0.25,-37.72797479803145,9.659238921270624,0.34088633592092266,-1.6551910861226702,9.589460436134832,0.2821687285348389
K02538,10.11,0.02,0.05,-25.100470735387788,10.144911432286683,0.059056308088453635,-3.395182864890728,10.142033569686351,0.056441438908236385
K02541,9.6,0.05,0.03,22.45032547842436,9.555974942562806,0.06665710625578858,1.843191335780304,9.567758190500834,0.056509359562117334
K02545,9.37,0.07,0.05,3.557390536490246,9.30550788976128,0.09571904761927441,1.3555299446313,9.32685287834426,0.07868574400512118
K02547,9.9,0.07,0.08,-1.6557397855878264,9.96653531294056,0.10440863594400662,-0.816943602611147,9.940876401123274,0.08817445941451618
K02555,9.41,0.17,0.26,-7.11176974017485,9.650037901111377,0.35588073606812176,-1.5950381399442222,9.575028101499454,0.29328061760474633
K02556,9.9,0.14,0.22,-34.10298474663924,10.101001160567261,0.2993719116496921,-1.6713795928856996,10.040492241065234,0.24834460707117834
K02559,9.64,0.13,0.17,-2.7228185244951533,9.794957541720528,0.2312755492420796,-1.1770661653064138,9.740997135447508,0.19029479814279426
K02561,9.75,0.07,0.08,-1.65573978558794,9.816535312940559,0.10440863594400906,-0.816958606002288,9.790877360682291,0.08817474896762012
K02563,9.46,0.08,0.04,22.682214303660174,9.396850810055332,0.10057072923484345,2.4456831137287622,9.407956998939484,0.09050786419621937
K02564,9.67,0.03,0.03,1.4876138720865129e-07,9.669999996419325,0.030167190090717,0.11242760434173249,9.667228611531208,0.030930598581394797
K02571,10.13,0.01,0.02,-21.1812393375302,10.14578729642114,0.025142681733037797,-2.44568200619662,10.143010746065228,0.022626964517926007
K02581,9.19,0.28,0.61,-29.64388643038467,9.648728522138093,0.7478498261752795,-2.776254782297883,9.585488566015222,0.6897678441435146
K02582,9.66,0.09,0.09,0.009474694559585828,9.65931584626873,0.09050415620928343,0.10169403168957558,9.65248344907788,0.09272550469519925
K02583,9.63,0.19,0.27,-3.813186876546993,9.878986876679946,0.36936686501423965,-1.3951395328447092,9.797454841173407,0.3037213404212682
K02585,10.03,0.05,0.06,-2.005687526472542,10.08250291059434,0.0800859977348456,-0.9515923857496347,10.062979272501657,0.06660827939388558
K02590,9.47,0.09,0.07,2.5632800640263724,9.388369282957761,0.12215203275925213,1.1329919893167073,9.417165121891014,0.10061150955635478
K02593,9.47,0.05,0.07,-3.557390536489393,9.534492110238713,0.09571904761927075,-1.355540159331028,9.513147524500031,0.07868587530293791
K02595,9.45,0.05,0.05,0.016015126225354948,9.44935756074796,0.0502827544570823,-0.00039246815842375327,9.450016075080162,0.05134655074852901
K02597,9.95,0.09,0.11,-2.1437244739006616,10.04747821920397,0.147678938398358,-1.000437975526694,10.011733161007502,0.12237811924211495
K02603,9.53,0.11,0.05,23.270666998837882,9.447726674892124,0.1344843554238162,2.81648015179357,9.458725917244143,0.12437323371736475
K02607,8.87,0.37,0.41,-1.4359542018653144,9.193440516850618,0.5235498696132432,-0.7252472015487257,9.065954223661643,0.4491297919777193
K02608,8.99,0.26,0.42,-36.93268644646401,9.367101396232385,0.5660003409098108,-1.7508216224661624,9.25958340724549,0.474408649285776
K02612,9.7,0.15,0.2,-2.9230901034691783,9.883102935184148,0.27265750623513096,-1.227599695152847,9.820272798818998,0.22418142243774475
K02623,9.47,0.04,0.04,1.3265419340768858e-07,9.469999995742697,0.04022292012095352,-0.0907994232048992,9.472981128953329,0.04118426938609976
K02631,10.08,0.03,0.03,-0.016567206063783146,10.080398749988866,0.030169825336707423,0.1201361694413805,10.07703756995982,0.03094781672342406
K02632,9.43,0.11,0.06,24.447665129542557,9.338613046137684,0.14208515702115776,2.1430331088407826,9.358507950532248,0.12443992552253735
K02635,9.78,0.03,0.03,0.017762027332253183,9.779572495705008,0.030170219120644104,0.1033935750738948,9.777452475580418,0.03091183390411434
K02636,9.21,0.24,0.48,-25.023066525919788,9.588895169521827,0.6034244096289882,-2.4456951168499046,9.522259420263532,0.5430476394120844
K02639,9.97,0.05,0.06,-2.0056875264723004,10.022502910594339,0.08008599773484515,-0.9515924092313099,10.00297927258546,0.06660827922252632
K02640,9.34,0.16,0.13,2.1976695013942162,9.197628671427644,0.21521645880612827,1.0188320105692696,9.249558790168896,0.17813875827421854
K02641,9.94,0.04,0.04,1.1395610499675968e-07,9.939999996342777,0.0402229201209533,-0.10543860913622893,9.94346416364997,0.04122129205746605
K02659,9.35,0.05,0.04,2.3214266032267687,9.30515134402571,0.06750712058900021,1.0595302561058588,9.321317086389431,0.0557556123865941
K02668,9.73,0.19,0.32,-26.085270745416338,10.009937652504949,0.4250853280622242,-1.8747335976745774,9.936613896191664,0.36171728472187015
K02672,8.79,0.52,0.39,2.9230901034691783,8.313932368521211,0.7089095162113421,1.227600033908118,8.477290614134358,0.5828717333276139
K02674,9.88,0.03,0.03,1.5692560850766313e-07,9.87999999622281,0.030167190090717,0.1073379617465946,9.877354801247305,0.030919869916308906
K02675,8.95,0.22,0.32,-4.3212387691050935,9.245335153417724,0.4379386579368899,-1.4575480684417101,9.15016796859722,0.3603294092569963
K02676,9.39,0.09,0.08,1.5442691437262965,9.316938168997257,0.11626904581334385,0.7710671660080095,9.345434591605091,0.09890574807163999
K02677,9.59,0.11,0.05,24.289817880606265,9.50772666792227,0.1344843610319575,2.8165224428173303,9.518724991370396,0.12437353510576388
K02678,8.93,0.25,0.53,-25.62216728891373,9.33469297765358,0.6548799214749312,-2.6669313692682834,9.27412520426212,0.5994363133443631
K02686,9.64,0.34,0.56,-88.25112911134529,10.13672611075191,0.7495999219515181,-1.8078963963825743,10.000524977329816,0.6327785129651391
K02687,9.11,0.41,0.14,36.33251421710705,8.8455989641967,0.4660198011525791,4.283696531651813,8.852607839113217,0.4614873837386708
K02690,8.9,0.4,0.43,-1.2088757519882307,9.21269510641394,0.5325606306600107,-0.6254820033784796,9.087006432545309,0.4672842266396723
K02694,9.21,0.43,0.71,-25.222736007915216,9.838801274074477,0.9495712267814497,-1.8152848631291505,9.667255319200567,0.8023076245394273
K02698,9.6,0.13,0.16,-2.197669501394145,9.742371328572354,0.21521645880612805,-1.0188327745378984,9.690441296953907,0.17813878574688224
K02706,9.37,0.03,0.04,-2.92309010346969,9.40662058703683,0.05453150124702566,-1.2275998504974694,9.394054563606717,0.04483628572516718
K02712,9.3,0.05,0.05,9.529350109005463e-08,9.299999996177153,0.050278650151194926,0.09179439776936249,9.296232306018052,0.051483319000460326
K02714,9.7,0.07,0.11,-29.33066177735921,9.800500580297285,0.14968595584068112,-1.6713825801887339,9.770246252734177,0.12417234637879326
K02717,9.67,0.09,0.1,0.006063462229974448,9.66620458976126,0.09553050466522428,-0.7335857357034286,9.71811834784026,0.10960991025041422
K02720,9.91,0.04,0.04,0.013544011716447812,9.909565344433942,0.04022526858095865,-0.1006080427075915,9.913304814840945,0.041208509839834706
K02722,9.4,0.17,0.3,-24.31321397565162,9.655036727925118,0.3923418466309443,-2.019433863289052,9.594557589935473,0.3392937504731254
K02729,10.12,0.02,0.04,-24.553029098850203,10.151574596855268,0.05028536669841488,-2.445675446429206,10.146021422795378,0.04525390663439599
K02730,10.11,0.03,0.04,-2.923090103469889,10.146620587036832,0.05453150124702666,-1.227599985081838,10.134054566933806,0.044836286793883295
K02732,9.55,0.13,0.05,24.925800698192504,9.461052998058557,0.1520262455656619,3.595373974556537,9.46708652081767,0.1466536237319942
K02737,9.79,0.11,0.09,2.1437244739007184,9.692521780796028,0.14767893839835755,1.0004354932848827,9.728267036161828,0.1223780573942761
K02740,9.77,0.03,0.03,1.5958674737248657e-07,9.769999996158758,0.030167190090715335,0.1095697513357834,9.767299552318406,0.030924521829948537
K02741,9.42,0.18,0.51,-26.33631802916095,9.754223918575889,0.5841324369664846,-4.079003018786054,9.741670982288085,0.5744242896881513
K02743,9.72,0.17,0.31,-27.681647757478103,9.97837356209194,0.40111278577873877,-2.125369261931951,9.921432558932128,0.350685383814185
K02748,10.01,0.03,0.03,1.2930436810165702e-07,10.009999996887652,0.030167190090716667,0.09116820795081537,10.007754933237658,0.030888860485804637
K02749,9.35,0.13,0.03,24.31566263328864,9.27928025773826,0.1368246386860441,7.9870966487294766,9.273457203749121,0.14503974187895607
K02753,9.75,0.08,0.09,-1.5442691437264386,9.823061831002747,0.11626904581334707,-0.7710634373084844,9.794565195965985,0.09890568805727229
K02754,9.95,0.06,0.06,-0.01533961189424815,9.950738412667459,0.06033889866678366,-0.005602802913557525,9.950275450131524,0.06161647502532164
K02755,9.91,0.1,0.13,-2.6658625637380027,10.028308039248717,0.1767235963232361,-1.161733387793035,9.986925062830824,0.14545504441219737
K02756,8.99,0.35,0.45,-2.563280064026145,9.398153585211194,0.6107601637962523,-1.1329918171647364,9.254174334747562,0.5030575278495231
K02758,9.27,0.02,0.02,1.8098909038144484e-07,9.269999997095736,0.020111460060477482,0.01699540390013965,9.269721470745392,0.02054050825432152
K02762,9.38,0.41,0.49,-1.975704076585373,9.80740580275792,0.6530843821067702,-0.9406498422168568,9.647979302034997,0.5436885536447318
K02763,9.77,0.26,0.48,-26.858315356569307,10.167122417241861,0.618626000500735,-2.166176906500894,10.082050075325306,0.5430277182142269
K02765,9.45,0.05,0.04,2.3214266032269677,9.405151344025708,0.06750712058900077,1.059534625223506,9.421316922466055,0.055755647454248325
K02768,9.13,0.43,0.53,-2.209034769394634,9.60198974033598,0.7131750784819447,-1.0226570100116135,9.430021955729297,0.5901749676964666
K02769,9.81,0.03,0.03,-0.018775196498438618,9.810451886347249,0.03017057446629301,0.1087080212321041,9.807320934986624,0.03092269300177153
K02771,9.26,0.25,0.35,-3.5573905364899616,9.582460551193586,0.47859523809636073,-1.3555407051934196,9.475737730181562,0.39342941156322697
K02781,10.09,0.03,0.03,1.3985558666718134e-07,10.089999996633686,0.03016719009071611,0.08381741660122088,10.087936486254478,0.030876429307483577
